test_id,category,has_pii,pii_type,input_text,redacted_text,is_redacted,outcome,mean_latency_us,p50_latency_us,p90_latency_us,p99_latency_us
241,Dialogue_PII_Embedded,True,mixed_dialogue,Plumber phone is 91-9876543210.,Plumber phone is [hidden].,True,TP,1.837,1.8,1.9,2.001
242,Dialogue_PII_Embedded,True,mixed_dialogue,Send payment receipt to helpdesk@urbanclap.com.,Send payment receipt to [hidden].,True,TP,1.927,1.9,2.0,2.106
243,Dialogue_PII_Embedded,True,mixed_dialogue,Customer mobile: 07890123456.,Customer mobile: [hidden].,True,TP,1.781,1.8,1.8,2.005
244,Dialogue_PII_Embedded,True,mixed_dialogue,Reach supervisor at 022-26543210.,Reach supervisor at [hidden].,True,TP,1.941,1.9,2.0,2.407
245,Dialogue_PII_Embedded,True,mixed_dialogue,Direct mobile +91 789-012-3456.,Direct mobile [hidden].,True,TP,1.738,1.7,1.8,1.904
246,Dialogue_PII_Embedded,True,mixed_dialogue,Send inquiries to enquiry@homerepairsindia.com.,Send inquiries to [hidden].,True,TP,1.777,1.7,1.8,2.356
247,Dialogue_PII_Embedded,True,mixed_dialogue,Call 98-76-54-32-10 for carpentry estimate.,Call [hidden] for carpentry estimate.,True,TP,2.239,2.2,2.31,2.706
248,Dialogue_PII_Embedded,True,mixed_dialogue,Technician email is arun_v@sify.com.,Technician email is [hidden].,True,TP,1.766,1.7,1.81,2.108
249,Dialogue_PII_Embedded,True,mixed_dialogue,Contact +65 6789 0123 for Singapore office.,Contact [hidden] for Singapore office.,True,TP,2.223,2.1,2.2,4.141
250,Dialogue_PII_Embedded,True,mixed_dialogue,Mobile 06381234567 available 24/7.,Mobile [hidden] available 24/7.,True,TP,1.871,1.9,1.9,2.002
251,Operational_Prices,False,none,The estimated service charge is ₹500 for inspection.,The estimated service charge is ₹500 for inspection.,False,TN,3.165,3.1,3.2,4.538
252,Operational_Prices,False,none,Base visiting fee is Rs. 1500 including taxes.,Base visiting fee is Rs. 1500 including taxes.,False,TN,2.257,2.2,2.3,2.501
253,Operational_Prices,False,none,Material replacement will cost approximately ₹1200.,Material replacement will cost approximately ₹1200.,False,TN,3.152,3.1,3.2,3.611
254,Operational_Prices,False,none,Total price quoted by the technician: Rs 2500.,Total price quoted by the technician: Rs 2500.,False,TN,2.231,2.2,2.3,2.706
255,Operational_Prices,False,none,AC gas charging usually costs ₹1800 to ₹2200.,AC gas charging usually costs ₹1800 to ₹2200.,False,TN,2.55,2.5,2.6,3.024
256,Operational_Prices,False,none,Spare capacitor replacement fee is Rs. 450.,Spare capacitor replacement fee is Rs. 450.,False,TN,2.134,2.1,2.2,2.401
257,Operational_Prices,False,none,A minimum inspection charge of ₹299 applies if work is cancelled.,A minimum inspection charge of ₹299 applies if work is cancelled.,False,TN,3.628,3.6,3.8,4.1
258,Operational_Prices,False,none,Labor cost is Rs. 850 per hour.,Labor cost is Rs. 850 per hour.,False,TN,1.663,1.7,1.7,1.802
259,Operational_Prices,False,none,Bathroom waterproofing estimate: ₹14500 total.,Bathroom waterproofing estimate: ₹14500 total.,False,TN,2.965,2.9,3.1,3.91
260,Operational_Prices,False,none,Electrical switchboard rewiring is Rs 350 per point.,Electrical switchboard rewiring is Rs 350 per point.,False,TN,2.977,2.6,3.61,4.1
261,Operational_Prices,False,none,The standard charge is ₹750 for fan motor winding.,The standard charge is ₹750 for fan motor winding.,False,TN,2.775,2.8,2.9,3.1
262,Operational_Prices,False,none,Priority booking fee of ₹99 has been waived.,Priority booking fee of ₹99 has been waived.,False,TN,2.864,2.6,3.6,4.802
263,Operational_Prices,False,none,"Total amount payable: ₹3,500 via UPI.","Total amount payable: ₹3,500 via UPI.",False,TN,2.155,2.1,2.2,2.501
264,Operational_Prices,False,none,Cost breakdown: ₹600 labor + ₹1400 parts = ₹2000.,Cost breakdown: ₹600 labor + ₹1400 parts = ₹2000.,False,TN,2.809,2.7,2.8,4.145
265,Operational_Prices,False,none,Estimated budget is Rs. 5000 for full house painting.,Estimated budget is Rs. 5000 for full house painting.,False,TN,2.477,2.5,2.6,2.703
266,Operational_Prices,False,none,Geyser thermostat costs around ₹850 in the market.,Geyser thermostat costs around ₹850 in the market.,False,TN,2.889,2.9,3.0,3.202
267,Operational_Prices,False,none,Tap ceramic disc replacement is Rs. 200.,Tap ceramic disc replacement is Rs. 200.,False,TN,2.023,2.0,2.1,2.2
268,Operational_Prices,False,none,Drain cleaning chemical cost: ₹350.,Drain cleaning chemical cost: ₹350.,False,TN,2.532,2.2,2.74,5.777
269,Operational_Prices,False,none,Split AC deep cleaning is ₹999 per unit.,Split AC deep cleaning is ₹999 per unit.,False,TN,2.507,2.3,3.41,5.103
270,Operational_Prices,False,none,Window AC installation rate: Rs. 1200 flat.,Window AC installation rate: Rs. 1200 flat.,False,TN,2.232,2.2,2.3,2.707
271,Operational_Prices,False,none,Advance payment of ₹1000 is required for materials.,Advance payment of ₹1000 is required for materials.,False,TN,3.07,3.0,3.1,3.578
272,Operational_Prices,False,none,Discount of ₹150 has been applied to your bill.,Discount of ₹150 has been applied to your bill.,False,TN,2.614,2.6,2.7,3.008
273,Operational_Prices,False,none,Inspection is ₹199; actual repair depends on diagnosis.,Inspection is ₹199; actual repair depends on diagnosis.,False,TN,3.17,3.2,3.3,3.401
274,Operational_Prices,False,none,Technician charges ₹400 for additional hour.,Technician charges ₹400 for additional hour.,False,TN,2.76,2.7,2.81,3.72
275,Operational_Prices,False,none,Total billing amount is Rs. 4250.,Total billing amount is Rs. 4250.,False,TN,1.8,1.7,1.9,2.903
276,Operational_Prices,False,none,Copper pipe extension costs ₹320 per foot.,Copper pipe extension costs ₹320 per foot.,False,TN,2.534,2.5,2.6,3.44
277,Operational_Prices,False,none,Water purifier sediment filter price is Rs 650.,Water purifier sediment filter price is Rs 650.,False,TN,2.375,2.3,2.5,3.304
278,Operational_Prices,False,none,Main MCB replacement cost: ₹1100.,Main MCB replacement cost: ₹1100.,False,TN,2.069,2.1,2.1,2.301
279,Operational_Prices,False,none,Microwave magnetron replacement: Rs. 2800.,Microwave magnetron replacement: Rs. 2800.,False,TN,2.238,2.2,2.3,2.403
280,Operational_Prices,False,none,Chimney motor repair fee: ₹1650.,Chimney motor repair fee: ₹1650.,False,TN,1.987,2.0,2.01,2.101
281,Operational_Prices,False,none,Price range: ₹400 - ₹800 depending on fixture.,Price range: ₹400 - ₹800 depending on fixture.,False,TN,2.828,2.7,3.0,3.925
282,Operational_Prices,False,none,"Final invoice: ₹2,150 paid by cash.","Final invoice: ₹2,150 paid by cash.",False,TN,2.018,2.0,2.1,2.203
283,Operational_Prices,False,none,Visiting fee is Rs. 250 in daytime.,Visiting fee is Rs. 250 in daytime.,False,TN,2.421,1.9,3.52,6.414
284,Operational_Prices,False,none,Night emergency surcharge is ₹500 extra.,Night emergency surcharge is ₹500 extra.,False,TN,2.781,2.5,3.7,4.205
285,Operational_Prices,False,none,Carpenter labor charges: Rs. 1100 per day.,Carpenter labor charges: Rs. 1100 per day.,False,TN,2.177,2.1,2.2,3.249
286,Operational_Prices,False,none,Sofa shampooing package is ₹1399.,Sofa shampooing package is ₹1399.,False,TN,2.115,2.1,2.2,2.4
287,Operational_Prices,False,none,Balcony bird net installation: Rs. 2400.,Balcony bird net installation: Rs. 2400.,False,TN,2.063,2.0,2.1,2.406
288,Operational_Prices,False,none,Wall tile fixing is ₹65 per square foot.,Wall tile fixing is ₹65 per square foot.,False,TN,2.385,2.3,2.41,3.404
289,Operational_Prices,False,none,Plumbing washbasin replacement is Rs. 950.,Plumbing washbasin replacement is Rs. 950.,False,TN,2.126,2.1,2.2,2.301
290,Operational_Prices,False,none,Exhaust fan installation fee: ₹350.,Exhaust fan installation fee: ₹350.,False,TN,2.207,2.2,2.3,2.403
291,Operational_Prices,False,none,TV wall mount bracket + installation: ₹899.,TV wall mount bracket + installation: ₹899.,False,TN,2.62,2.6,2.7,2.907
292,Operational_Prices,False,none,RO membrane replacement: Rs. 1850.,RO membrane replacement: Rs. 1850.,False,TN,1.843,1.8,1.9,2.001
293,Operational_Prices,False,none,Lock cylinder replacement cost: ₹750.,Lock cylinder replacement cost: ₹750.,False,TN,2.311,2.3,2.4,2.609
294,Operational_Prices,False,none,Door hinge realignment: Rs. 300.,Door hinge realignment: Rs. 300.,False,TN,1.898,1.8,2.0,3.102
295,Operational_Prices,False,none,Switchboard repair is ₹250 per box.,Switchboard repair is ₹250 per box.,False,TN,2.151,2.1,2.2,2.302
296,Operational_Prices,False,none,Inverter battery top up: Rs. 400.,Inverter battery top up: Rs. 400.,False,TN,1.797,1.8,1.8,2.133
297,Operational_Prices,False,none,Compressor relay replacement: ₹650.,Compressor relay replacement: ₹650.,False,TN,2.278,2.3,2.3,2.501
298,Operational_Prices,False,none,Water meter fixing charges: Rs. 800.,Water meter fixing charges: Rs. 800.,False,TN,1.826,1.8,1.9,2.002
299,Operational_Prices,False,none,Bathroom silicone sealing: ₹450.,Bathroom silicone sealing: ₹450.,False,TN,2.047,2.0,2.1,2.201
300,Operational_Prices,False,none,Final total comes to Rs. 1750.,Final total comes to Rs. 1750.,False,TN,1.63,1.6,1.7,1.801
301,Operational_Pincodes,False,none,"Service area: Adyar, Chennai PIN 600020.","Service area: Adyar, Chennai PIN 600020.",False,TN,1.997,2.0,2.01,2.101
302,Operational_Pincodes,False,none,Technician is currently serving Velachery 600042.,Technician is currently serving Velachery 600042.,False,TN,2.427,2.4,2.5,2.6
303,Operational_Pincodes,False,none,Customer address located in T. Nagar PIN: 600017.,Customer address located in T. Nagar PIN: 600017.,False,TN,2.313,2.3,2.4,2.401
304,Operational_Pincodes,False,none,Delivery address postal code is 600001.,Delivery address postal code is 600001.,False,TN,1.972,2.0,2.0,2.101
305,Operational_Pincodes,False,none,Worker registered in Mylapore with PIN 600004.,Worker registered in Mylapore with PIN 600004.,False,TN,2.299,2.3,2.4,3.701
306,Operational_Pincodes,False,none,Service request from Anna Nagar 600040.,Service request from Anna Nagar 600040.,False,TN,2.07,2.0,2.1,3.506
307,Operational_Pincodes,False,none,Technician covers Thiruvanmiyur PIN code 600041.,Technician covers Thiruvanmiyur PIN code 600041.,False,TN,2.555,2.4,2.7,3.724
308,Operational_Pincodes,False,none,Customer location: Guindy 600032.,Customer location: Guindy 600032.,False,TN,1.919,1.9,2.0,3.1
309,Operational_Pincodes,False,none,Coverage area extends to Nungambakkam 600034.,Coverage area extends to Nungambakkam 600034.,False,TN,2.562,2.4,3.21,5.044
310,Operational_Pincodes,False,none,Booking scheduled for Tambaram PIN 600045.,Booking scheduled for Tambaram PIN 600045.,False,TN,2.415,2.2,3.41,4.106
311,Operational_Pincodes,False,none,Technician hub at Chromepet 600044.,Technician hub at Chromepet 600044.,False,TN,2.303,2.0,3.21,4.002
312,Operational_Pincodes,False,none,Service available in Porur 600116.,Service available in Porur 600116.,False,TN,2.266,1.9,2.92,6.75
313,Operational_Pincodes,False,none,Customer postal zone: Vadapalani 600026.,Customer postal zone: Vadapalani 600026.,False,TN,2.055,2.0,2.1,2.202
314,Operational_Pincodes,False,none,Worker assigned from Alwarpet 600018.,Worker assigned from Alwarpet 600018.,False,TN,1.911,1.9,2.0,2.1
315,Operational_Pincodes,False,none,Service area: Besant Nagar 600090.,Service area: Besant Nagar 600090.,False,TN,1.793,1.8,1.8,2.905
316,Operational_Pincodes,False,none,Bangalore service center: Koramangala 560034.,Bangalore service center: Koramangala 560034.,False,TN,2.271,2.3,2.3,2.501
317,Operational_Pincodes,False,none,Customer in Indiranagar PIN 560038.,Customer in Indiranagar PIN 560038.,False,TN,1.893,1.9,2.0,2.003
318,Operational_Pincodes,False,none,Technician base: Whitefield 560066.,Technician base: Whitefield 560066.,False,TN,1.97,1.9,2.0,2.147
319,Operational_Pincodes,False,none,Service request from HSR Layout 560102.,Service request from HSR Layout 560102.,False,TN,2.024,2.0,2.1,2.309
320,Operational_Pincodes,False,none,Customer address: Jayanagar 560041.,Customer address: Jayanagar 560041.,False,TN,1.906,1.9,2.0,2.001
321,Operational_Pincodes,False,none,Electronic City PIN 560100 coverage.,Electronic City PIN 560100 coverage.,False,TN,1.93,1.9,2.0,2.102
322,Operational_Pincodes,False,none,Hyderabad zone: Hitec City 500081.,Hyderabad zone: Hitec City 500081.,False,TN,1.814,1.8,1.9,1.902
323,Operational_Pincodes,False,none,Customer located in Gachibowli 500032.,Customer located in Gachibowli 500032.,False,TN,2.037,2.0,2.1,3.202
324,Operational_Pincodes,False,none,Madhapur service area PIN 500086.,Madhapur service area PIN 500086.,False,TN,6.016,2.0,3.4,105.482
325,Operational_Pincodes,False,none,Jubilee Hills 500033 customer location.,Jubilee Hills 500033 customer location.,False,TN,2.096,2.1,2.11,3.101
326,Operational_Pincodes,False,none,Delhi hub: Connaught Place 110001.,Delhi hub: Connaught Place 110001.,False,TN,1.851,1.8,1.9,2.007
327,Operational_Pincodes,False,none,Service available in Saket 110017.,Service available in Saket 110017.,False,TN,1.855,1.8,1.9,2.207
328,Operational_Pincodes,False,none,Vasant Kunj PIN 110070 service.,Vasant Kunj PIN 110070 service.,False,TN,1.849,1.75,1.91,2.563
329,Operational_Pincodes,False,none,Dwarka sector 10 PIN 110075.,Dwarka sector 10 PIN 110075.,False,TN,1.649,1.6,1.8,2.7
330,Operational_Pincodes,False,none,Rohini sector 3 PIN 110085.,Rohini sector 3 PIN 110085.,False,TN,1.671,1.6,1.7,2.909
331,Operational_Pincodes,False,none,Mumbai branch: Bandra West 400050.,Mumbai branch: Bandra West 400050.,False,TN,1.851,1.8,1.9,2.1
332,Operational_Pincodes,False,none,Andheri East PIN 400069.,Andheri East PIN 400069.,False,TN,1.466,1.5,1.5,1.7
333,Operational_Pincodes,False,none,Customer address in Colaba 400005.,Customer address in Colaba 400005.,False,TN,1.863,1.8,1.9,2.113
334,Operational_Pincodes,False,none,Dadar West postal code 400028.,Dadar West postal code 400028.,False,TN,1.758,1.7,1.9,3.031
335,Operational_Pincodes,False,none,Powai service hub PIN 400076.,Powai service hub PIN 400076.,False,TN,1.623,1.6,1.7,2.007
336,Operational_Pincodes,False,none,Pune center: Kothrud 411038.,Pune center: Kothrud 411038.,False,TN,1.605,1.6,1.7,2.005
337,Operational_Pincodes,False,none,Viman Nagar PIN 411014.,Viman Nagar PIN 411014.,False,TN,1.406,1.4,1.5,1.706
338,Operational_Pincodes,False,none,Hinjewadi IT park 411057.,Hinjewadi IT park 411057.,False,TN,1.497,1.5,1.6,1.601
339,Operational_Pincodes,False,none,Kolkata: Salt Lake 700091.,Kolkata: Salt Lake 700091.,False,TN,1.52,1.5,1.6,1.7
340,Operational_Pincodes,False,none,Park Street PIN 700016.,Park Street PIN 700016.,False,TN,1.475,1.4,1.5,2.529
341,Operational_Pincodes,False,none,Howrah central PIN 711101.,Howrah central PIN 711101.,False,TN,1.533,1.5,1.6,1.8
342,Operational_Pincodes,False,none,Coimbatore: Gandhipuram 641012.,Coimbatore: Gandhipuram 641012.,False,TN,1.811,1.8,1.9,1.903
343,Operational_Pincodes,False,none,RS Puram PIN 641002.,RS Puram PIN 641002.,False,TN,1.367,1.3,1.4,1.544
344,Operational_Pincodes,False,none,Madurai: KK Nagar 625020.,Madurai: KK Nagar 625020.,False,TN,1.479,1.5,1.5,1.701
345,Operational_Pincodes,False,none,Trichy: Thillai Nagar 620018.,Trichy: Thillai Nagar 620018.,False,TN,1.604,1.6,1.7,1.801
346,Operational_Pincodes,False,none,Kochi: Edappally 682024.,Kochi: Edappally 682024.,False,TN,1.458,1.5,1.5,1.602
347,Operational_Pincodes,False,none,Kakkenad PIN 682030.,Kakkenad PIN 682030.,False,TN,1.332,1.3,1.4,1.501
348,Operational_Pincodes,False,none,Ahmedabad: Vastrapur 380015.,Ahmedabad: Vastrapur 380015.,False,TN,1.668,1.7,1.7,1.801
349,Operational_Pincodes,False,none,Surat: Adajan 395009.,Surat: Adajan 395009.,False,TN,1.331,1.3,1.4,1.402
350,Operational_Pincodes,False,none,Jaipur: Malviya Nagar 302017.,Jaipur: Malviya Nagar 302017.,False,TN,1.606,1.6,1.7,1.701
351,Operational_Dates_Times,False,none,Your booking is scheduled for 2026-09-20 at 10:30 AM.,Your booking is scheduled for [hidden] at 10:30 AM.,True,FP,2.517,2.5,2.6,2.704
352,Operational_Dates_Times,False,none,Technician will arrive on 2026-09-25 between 2:00 PM and 4:00 PM.,Technician will arrive on [hidden] between 2:00 PM and 4:00 PM.,True,FP,2.991,2.9,3.0,4.026
353,Operational_Dates_Times,False,none,Service completed on 2026-08-15 at 14:45.,Service completed on [hidden] at 14:45.,True,FP,2.16,2.1,2.3,3.204
354,Operational_Dates_Times,False,none,Preferred slot: 19/09/2026 morning 9:00 AM.,Preferred slot: 19/09/2026 morning 9:00 AM.,False,TN,2.131,2.1,2.2,2.407
355,Operational_Dates_Times,False,none,Rescheduled to 22/10/2026 at 11:15 AM.,Rescheduled to 22/10/2026 at 11:15 AM.,False,TN,2.095,2.0,2.1,3.603
356,Operational_Dates_Times,False,none,"Available slots: 2026-10-01, 2026-10-02, 2026-10-03.","Available slots: [hidden], [hidden], [hidden].",True,FP,2.619,2.6,2.7,2.804
357,Operational_Dates_Times,False,none,Job started at 09:30 AM and ended at 11:45 AM.,Job started at 09:30 AM and ended at 11:45 AM.,False,TN,2.2,2.2,2.3,2.7
358,Operational_Dates_Times,False,none,Estimated duration: 2 hours 30 minutes.,Estimated duration: 2 hours 30 minutes.,False,TN,2.125,2.1,2.2,2.535
359,Operational_Dates_Times,False,none,Warranty valid until 2027-03-31.,Warranty valid until [hidden].,True,FP,2.029,1.9,2.0,3.948
360,Operational_Dates_Times,False,none,Next maintenance due on 2026-12-15.,Next maintenance due on [hidden].,True,FP,2.01,2.0,2.1,2.202
361,Operational_Dates_Times,False,none,Booking created at 2026-09-19T10:15:30Z.,Booking created at [hidden]T10:15:30Z.,True,FP,2.117,2.1,2.2,2.606
362,Operational_Dates_Times,False,none,Arrival window: 15:00 - 17:00 on Friday.,Arrival window: 15:00 - 17:00 on Friday.,False,TN,2.032,2.0,2.1,3.3
363,Operational_Dates_Times,False,none,The technician worked from 10:00 to 13:15.,The technician worked from 10:00 to 13:15.,False,TN,2.243,2.1,2.51,3.3
364,Operational_Dates_Times,False,none,Appointment confirmed for 2026-11-05.,Appointment confirmed for [hidden].,True,FP,2.95,2.3,4.11,6.5
365,Operational_Dates_Times,False,none,Scheduled visit date: 15-10-2026.,Scheduled visit date: [hidden].,True,FP,2.014,1.9,2.1,3.303
366,Operational_Dates_Times,False,none,Customer requested postponement to 2026-09-28.,Customer requested postponement to [hidden].,True,FP,2.614,2.5,2.8,3.902
367,Operational_Dates_Times,False,none,Slot confirmed: tomorrow at 08:00 AM.,Slot confirmed: tomorrow at 08:00 AM.,False,TN,2.736,2.8,3.5,5.02
368,Operational_Dates_Times,False,none,Visit window: 2026-10-10 14:00 to 16:00.,Visit window: [hidden]:00 to 16:00.,True,FP,3.847,3.5,4.61,6.284
369,Operational_Dates_Times,False,none,Completed in 45 minutes on 2026-09-18.,Completed in 45 minutes on [hidden].,True,FP,3.79,3.7,4.21,5.802
370,Operational_Dates_Times,False,none,Estimated arrival in 25 minutes.,Estimated arrival in 25 minutes.,False,TN,3.241,3.0,4.02,5.803
371,Operational_Dates_Times,False,none,Technician delayed by 15 minutes due to traffic.,Technician delayed by 15 minutes due to traffic.,False,TN,4.163,4.0,4.41,8.227
372,Operational_Dates_Times,False,none,Next available slot is 2026-09-21 at 16:30.,Next available slot is [hidden] at 16:30.,True,FP,3.776,3.7,4.1,5.202
373,Operational_Dates_Times,False,none,"Created on 2026-09-01, expired on 2026-09-15.","Created on [hidden], expired on [hidden].",True,FP,4.16,4.0,4.85,8.358
374,Operational_Dates_Times,False,none,Service warranty is 30 days from 2026-09-19.,Service warranty is 30 days from [hidden].,True,FP,2.456,2.4,2.4,3.665
375,Operational_Dates_Times,False,none,Follow up scheduled for 2026-09-24 at 10:00.,Follow up scheduled for [hidden] at 10:00.,True,FP,2.295,2.2,2.4,3.602
376,Operational_Dates_Times,False,none,Technician standby time: 20 minutes.,Technician standby time: 20 minutes.,False,TN,2.701,2.95,3.6,4.901
377,Operational_Dates_Times,False,none,Daily service hours: 08:00 AM - 08:00 PM.,Daily service hours: 08:00 AM - 08:00 PM.,False,TN,2.039,2.0,2.1,3.501
378,Operational_Dates_Times,False,none,Peak hours: 18:00 to 21:00.,Peak hours: 18:00 to 21:00.,False,TN,1.55,1.5,1.6,2.502
379,Operational_Dates_Times,False,none,Booking expires in 120 seconds.,Booking expires in 120 seconds.,False,TN,1.75,1.7,1.8,2.802
380,Operational_Dates_Times,False,none,Response time benchmark: 45 seconds.,Response time benchmark: 45 seconds.,False,TN,1.974,1.9,2.0,3.202
381,Operational_Dates_Times,False,none,Job duration: 1 hour 15 minutes.,Job duration: 1 hour 15 minutes.,False,TN,1.798,1.8,1.8,2.912
382,Operational_Dates_Times,False,none,Inspection time logged: 11:30 AM.,Inspection time logged: 11:30 AM.,False,TN,1.837,1.8,1.9,2.803
383,Operational_Dates_Times,False,none,Gate check-in recorded at 10:05 AM.,Gate check-in recorded at 10:05 AM.,False,TN,1.892,1.8,1.91,3.0
384,Operational_Dates_Times,False,none,Check-out time: 12:40 PM on 2026-09-19.,Check-out time: 12:40 PM on [hidden].,True,FP,2.155,2.1,2.2,2.509
385,Operational_Dates_Times,False,none,Slot selected: 2026-09-23 09:00-11:00.,Slot selected: [hidden]:00-11:00.,True,FP,1.942,1.9,2.0,2.406
386,Operational_Dates_Times,False,none,Window AC service takes 60 to 90 minutes.,Window AC service takes 60 to 90 minutes.,False,TN,2.065,2.0,2.1,3.101
387,Operational_Dates_Times,False,none,Annual maintenance contract valid 2026-2027.,Annual maintenance contract valid 2026-2027.,False,TN,2.36,2.3,2.5,3.303
388,Operational_Dates_Times,False,none,Technician arrived at 10:12 AM.,Technician arrived at 10:12 AM.,False,TN,1.77,1.7,1.8,2.901
389,Operational_Dates_Times,False,none,Customer confirmation received at 09:45 AM.,Customer confirmation received at 09:45 AM.,False,TN,2.269,2.2,2.3,2.541
390,Operational_Dates_Times,False,none,Priority match completed in 1.8 seconds.,Priority match completed in 1.8 seconds.,False,TN,2.148,2.1,2.2,3.301
391,Operational_Dates_Times,False,none,System timestamp: 2026-09-19 12:30:00.,System timestamp: [hidden]:30:00.,True,FP,2.016,1.9,2.2,3.506
392,Operational_Dates_Times,False,none,Scheduled for 2026-10-12 at 15:30.,Scheduled for [hidden] at 15:30.,True,FP,4.874,2.8,3.71,42.18
393,Operational_Dates_Times,False,none,Last service was done on 2025-11-20.,Last service was done on [hidden].,True,FP,2.019,2.0,2.1,2.204
394,Operational_Dates_Times,False,none,Free re-service window: 7 days.,Free re-service window: 7 days.,False,TN,1.823,1.8,1.9,3.201
395,Operational_Dates_Times,False,none,"Booking timeline: requested 09:00, assigned 09:05.","Booking timeline: requested 09:00, assigned 09:05.",False,TN,2.518,2.5,2.6,3.108
396,Operational_Dates_Times,False,none,Job active since 2026-09-19 11:00 AM.,Job active since [hidden]:00 AM.,True,FP,1.871,1.8,2.0,2.209
397,Operational_Dates_Times,False,none,Estimated time of arrival: 18:45.,Estimated time of arrival: 18:45.,False,TN,1.792,1.8,1.9,2.1
398,Operational_Dates_Times,False,none,Technician on route at 10:20 AM.,Technician on route at 10:20 AM.,False,TN,1.762,1.8,1.8,1.9
399,Operational_Dates_Times,False,none,Slot opened for 2026-09-22 14:00.,Slot opened for [hidden]:00.,True,FP,1.799,1.8,1.9,2.002
400,Operational_Dates_Times,False,none,Reminder sent at 2026-09-19 08:00 AM.,Reminder sent at [hidden]:00 AM.,True,FP,1.898,1.9,2.0,2.002
401,Operational_Specs_Dimensions,False,none,AC capacity is 1.5 ton 5-star inverter split unit.,AC capacity is 1.5 ton 5-star inverter split unit.,False,TN,2.559,2.5,2.6,3.737
402,Operational_Specs_Dimensions,False,none,Operating voltage requirement is 220V to 240V at 50Hz.,Operating voltage requirement is 220V to 240V at 50Hz.,False,TN,2.622,2.6,2.7,3.011
403,Operational_Specs_Dimensions,False,none,Room dimensions: 12 feet by 15 feet with 10 foot ceiling.,Room dimensions: 12 feet by 15 feet with 10 foot ceiling.,False,TN,2.908,2.7,3.0,7.115
404,Operational_Specs_Dimensions,False,none,Television size is 55-inch OLED 4K display.,Television size is 55-inch OLED 4K display.,False,TN,2.242,2.2,2.3,2.5
405,Operational_Specs_Dimensions,False,none,Pipe diameter: 0.5 inch copper tubing with 1.2 mm gauge.,Pipe diameter: 0.5 inch copper tubing with 1.2 mm gauge.,False,TN,2.655,2.6,2.71,2.901
406,Operational_Specs_Dimensions,False,none,Refrigerant type required: R32 with 750 grams charge.,Refrigerant type required: R32 with 750 grams charge.,False,TN,3.205,2.7,2.8,4.016
407,Operational_Specs_Dimensions,False,none,Motor rating: 0.5 HP submersible water pump.,Motor rating: 0.5 HP submersible water pump.,False,TN,2.203,2.2,2.3,2.501
408,Operational_Specs_Dimensions,False,none,Water purifier flow rate: 15 liters per hour with 2000 ppm TDS.,Water purifier flow rate: 15 liters per hour with 2000 ppm TDS.,False,TN,2.89,2.9,2.9,3.9
409,Operational_Specs_Dimensions,False,none,Wiring specification: 2.5 sq mm copper fire-retardant wire.,Wiring specification: 2.5 sq mm copper fire-retardant wire.,False,TN,2.958,2.9,3.0,4.005
410,Operational_Specs_Dimensions,False,none,Circuit breaker rating: 16A single pole MCB.,Circuit breaker rating: 16A single pole MCB.,False,TN,2.313,2.2,2.3,5.746
411,Operational_Specs_Dimensions,False,none,Washing machine capacity: 7.5 kg front load 1400 RPM.,Washing machine capacity: 7.5 kg front load 1400 RPM.,False,TN,2.556,2.5,2.6,2.701
412,Operational_Specs_Dimensions,False,none,Geyser capacity: 25 liters storage 2000 Watts.,Geyser capacity: 25 liters storage 2000 Watts.,False,TN,2.34,2.3,2.4,3.402
413,Operational_Specs_Dimensions,False,none,Air purifier CADR: 350 cubic meters per hour.,Air purifier CADR: 350 cubic meters per hour.,False,TN,2.166,2.1,2.2,2.508
414,Operational_Specs_Dimensions,False,none,Inverter backup: 150Ah tubular battery with 900VA inverter.,Inverter backup: 150Ah tubular battery with 900VA inverter.,False,TN,2.772,2.8,2.8,3.305
415,Operational_Specs_Dimensions,False,none,Microwave oven: 28 liters convection 900W.,Microwave oven: 28 liters convection 900W.,False,TN,2.232,2.2,2.3,3.127
416,Operational_Specs_Dimensions,False,none,Refrigerator: 340 liters double door frost free.,Refrigerator: 340 liters double door frost free.,False,TN,2.37,2.4,2.4,2.609
417,Operational_Specs_Dimensions,False,none,Ceiling fan sweep: 1200 mm with 380 RPM speed.,Ceiling fan sweep: 1200 mm with 380 RPM speed.,False,TN,2.209,2.2,2.3,2.4
418,Operational_Specs_Dimensions,False,none,Drill hole size: 8 mm diameter for rawl plug.,Drill hole size: 8 mm diameter for rawl plug.,False,TN,2.206,2.2,2.3,3.4
419,Operational_Specs_Dimensions,False,none,Exhaust fan: 200 mm axial flow with 50W motor.,Exhaust fan: 200 mm axial flow with 50W motor.,False,TN,2.253,2.2,2.3,2.425
420,Operational_Specs_Dimensions,False,none,Main switch rating: 63A 4-pole isolator.,Main switch rating: 63A 4-pole isolator.,False,TN,2.052,2.0,2.1,2.201
421,Operational_Specs_Dimensions,False,none,Water tank capacity: 1000 liters overhead PVC tank.,Water tank capacity: 1000 liters overhead PVC tank.,False,TN,2.44,2.4,2.5,2.602
422,Operational_Specs_Dimensions,False,none,LED panel light: 18W round warm white 3000K.,LED panel light: 18W round warm white 3000K.,False,TN,2.228,2.2,2.3,2.804
423,Operational_Specs_Dimensions,False,none,Wall paint area: 450 sq ft interior emulsion.,Wall paint area: 450 sq ft interior emulsion.,False,TN,2.218,2.2,2.3,2.401
